id,redacted_text,redacted_cases,total_duration_seconds,created_at,model
168627,Get our Executive on board to scrutinize animal law amendments crucial to our upcoming campaigns including the cases related to <IDENTIFIER_1>.,"[{'text': 'account 24945004', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 0.99}]",2.25,2025-04-15T16:10:13.979220-07:00,redaction-model-fs:4b
168628,"For Dr. <NAME_1>, we'd like to consult with you on the latest developments in Psychopharmacology. Kindly set aside time this week and revert via email <EMAIL_1>.","[{'text': 'Brooklyn', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Archibald.Balistreri14@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",2.89,2025-04-15T16:10:16.876078-07:00,redaction-model-fs:4b
168629,"Hello, <NAME_1>. Please bring a book that impacts you significantly to our next Existential Therapy session.","[{'text': 'Nicolas', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",2.05,2025-04-15T16:10:18.935477-07:00,redaction-model-fs:4b
168630,"Dr. Friesen, we require the payment of <FINANCIAL_1> from account <ACCOUNT_1> for the standardized test fees.","[{'text': '862,336.55', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.99}, {'text': '79174956', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.97}]",2.77,2025-04-15T16:10:21.712567-07:00,redaction-model-fs:4b
168631,"Dear Ms. <NAME_1>, your credit card issuer visa offers a free stress management workshop. Please provide an <EMAIL_1> to receive the joining details.","[{'text': 'Ms. Cole', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Louisa.Daugherty@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",2.79,2025-04-15T16:10:24.510068-07:00,redaction-model-fs:4b
168632,"Hello <NAME_1>, as part of our internal restructuring process, can you monitor email conversations via the IP address <IP_1> and flag any concerning conversations that could harm the company's morale or work atmosphere?","[{'text': 'Lonie', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '155.110.96.136', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.97,2025-04-15T16:10:27.496107-07:00,redaction-model-fs:4b
168633,"Provence-Alpes-Côte d'Azur law cross-references international law in case <ID_1>, particularly with regards to Transexual rights.","[{'text': '5209232046176931', 'placeholder': '<ID_1>', 'type': 'identification_number', 'confidence': 0.99}]",2.34,2025-04-15T16:10:29.849290-07:00,redaction-model-fs:4b
168634,"Teachers participating in the rural reach-out campaign, meeting at <PHONE_1>, 8263 tomorrow at 14 o'clock.","[{'text': '96322-1334', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",2.25,2025-04-15T16:10:32.105590-07:00,redaction-model-fs:4b
168635,"We're gearing up for the school food drive. Assembly point will be nearby <ADDRESS_1>, <CITY_1>. Please notify us before proceeding. Contact via the school’s main line <PHONE_1>.","[{'text': '[63.4226,-69.5133]', 'placeholder': '<ADDRESS_1>', 'type': 'coordinates', 'confidence': 0.98}, {'text': '[63.4226,-69.5133]', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.95}, {'text': '45-162323-410707-9', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.97}]",3.8,2025-04-15T16:10:35.918976-07:00,redaction-model-fs:4b
168636,"We spotted a global health article was attempted to be posted via IP address <IP_1>, <IP_2>, on our portal. If this was you, <NAME_1>, can you confirm it?","[{'text': '186.2.162.211', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.98}, {'text': '186.2.162.211', 'placeholder': '<IP_2>', 'type': 'ip_address', 'confidence': 0.98}, {'text': 'Rahul37', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",3.59,2025-04-15T16:10:39.520800-07:00,redaction-model-fs:4b
168637,The key partners identified in our business model canvas will require us to have a reliable contact. Please reach out to <NAME_1> and use the secure link <IP_ADDRESS_1> to share the document.,"[{'text': 'Checking Account', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '0820:bb72:f2f3:47ef:5db1:baab:8fc0:fbea', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.19,2025-04-15T16:10:42.718658-07:00,redaction-model-fs:4b
168638,"Dear Ms., we need your expertise in property law. Please review the case document available at <URL_1> and provide us with your opinion.","[{'text': 'Ms.', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'https://indolent-clavier.biz/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}]",2.73,2025-04-15T16:10:45.455612-07:00,redaction-model-fs:4b
168639,"To <IP_ADDRESS_1>, your medical records were accessed from a non-registered device. Kindly change your <EMAIL_1> as a step of security and update your Patient Advocate.","[{'text': '60.178.128.199', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'cwarMFrWOm84', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}]",2.98,2025-04-15T16:10:48.449218-07:00,redaction-model-fs:4b
168640,"Nichole is coming in for a CT scan. Contact number is <PHONE_1>, <IP_ADDRESS_1> and Rhineland-Palatinate. Place this under Home Loan Account.","[{'text': '0be4:fd44:5c8e:ee28:31ba:5df3:cd38:3ea1', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': '78.238.23.190', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.97}, {'text': 'Rhineland-Palatinate', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.95}]",3.8,2025-04-15T16:10:52.258043-07:00,redaction-model-fs:4b
168641,"Dear <NAME_1>, we invite you and <NAME_2> for the school's annual function at <INSTITUTION_1>. The event starts at 12 o'clock. Seats are limited, reserve at <URL_1> at the earliest.","[{'text': 'Malinda', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Melany', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.97}, {'text': 'Schaden - Wolff', 'placeholder': '<INSTITUTION_1>', 'type': 'institution', 'confidence': 0.96}, {'text': 'https://rusty-physical.org', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}]",4.0,2025-04-15T16:10:56.267340-07:00,redaction-model-fs:4b
168642,"Facilitator suggested a review for agreements relevant to Suite 911 and [65.4819,49.7426]. Could you handle it?","[{'text': '[65.4819,49.7426]', 'placeholder': '<COORDINATE_1>', 'type': 'coordinates', 'confidence': 0.99}]",2.42,2025-04-15T16:10:58.697273-07:00,redaction-model-fs:4b
168643,"Dr.<NAME_1> will be giving her lecture from location [-0.8689,-28.4898] today. Please set up the connection.","[{'text': 'Dr.Ryan', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",2.24,2025-04-15T16:11:00.944649-07:00,redaction-model-fs:4b
168644,"Dear <NAME_1>, the balance for your liver surgery, <FINANCIAL_1>, should be sent to account <ACCOUNT_1> using BIC <BIC_1>.","[{'text': 'Kris', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'PEN 898284', 'placeholder': '<FINANCIAL_1>', 'type': 'financial_id', 'confidence': 0.99}, {'text': 'RS21296920072900711816', 'placeholder': '<ACCOUNT_1>', 'type': 'account_number', 'confidence': 0.97}, {'text': 'OPYDIS3F', 'placeholder': '<BIC_1>', 'type': 'bic', 'confidence': 0.95}]",4.08,2025-04-15T16:11:05.039323-07:00,redaction-model-fs:4b
168645,"Dear <NAME_1>, we detected an unusual login to your account with <NAME_2> on <DATE_1>T<TIME_1>:<SEC_1> from the IP: <IP_1>. If this was you, please disregard this message. Otherwise, consider changing your password <PASSWORD_1>.","[{'text': 'Morris Cruickshank', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Jillian_Weber18', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.97}, {'text': '2001-09-18T08:41:53.471Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': 'dc12:1931:872d:4e2c:fdb6:7e15:88cb:b68a', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'FWKOfd1Z7TmV', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.98}]",5.38,2025-04-15T16:11:10.430979-07:00,redaction-model-fs:4b
168646,Risk Notice: We detected multiple failed login attempts on your online banking account 83342562 from an unfamiliar IP address 122.72.119.219. Please change your <PASSWORD> and <PIN> immediately for safety.,"[{'text': '83342562', 'placeholder': '<NAME_1>', 'type': 'identification_number', 'confidence': 0.98}, {'text': '122.72.119.219', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'PASSWORD', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.97}, {'text': 'PIN', 'placeholder': '<PIN_1>', 'type': 'password', 'confidence': 0.95}]",4.17,2025-04-15T16:11:14.610731-07:00,redaction-model-fs:4b
168647,"Male patient in <ADDRESS_1>, sudden onset of severe head pain. CT scan required immediately. Please rush techs from <CITY_1> facility to handle this.","[{'text': '73555-7189', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': 'Cornwall facility', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.95}]",2.79,2025-04-15T16:11:17.414932-07:00,redaction-model-fs:4b
168648,"A recent Two-spirit person hire at our company has discussed wage disparity, mentioning that she makes around <AMOUNT_1> less than her male counterparts. How should we address this violation of employment law?","[{'text': 'P491527.02', 'placeholder': '<AMOUNT_1>', 'type': 'financial', 'confidence': 0.99}]",2.36,2025-04-15T16:11:19.779362-07:00,redaction-model-fs:4b
168649,The student art projects are stored in room <NUMBER_1>. Main focus is to promote program <PROGRAM_1>.,"[{'text': '53449', 'placeholder': '<NUMBER_1>', 'type': 'address', 'confidence': 0.97}, {'text': 'Apt. 888 programs', 'placeholder': '<PROGRAM_1>', 'type': 'personal_relation', 'confidence': 0.94}]",2.68,2025-04-15T16:11:22.467416-07:00,redaction-model-fs:4b
168650,"Mr. Franecki and Ms. Vandervort, We are pleased with your progress so far. We will continue to work on some tactics that will help you both communicate more clearly.","[{'text': 'Mr. Franecki', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Ms. Vandervort', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}]",2.8,2025-04-15T16:11:25.275805-07:00,redaction-model-fs:4b
168651,Notice for <NAME_1> aged 75 or above living at <ADDRESS_1> of <CITY_1>. The vaccination us available now.,"[{'text': 'Transexual male', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': 'Suite 330 of 70912 area', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.95}]",2.78,2025-04-15T16:11:28.060165-07:00,redaction-model-fs:4b
168652,We kindly recommend a follow-up appointment for you Ms. <NAME_1> related to your recent dermatological treatment. Let us know an appropriate <TIME_1> and <TIME_2> PM. Connect from <IP_ADDRESS_1> for the virtual meeting.,"[{'text': 'Ms. Franey', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '3/39 and 3:50 PM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.97}, {'text': '23.217.72.179', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.73,2025-04-15T16:11:31.800718-07:00,redaction-model-fs:4b
168653,"Robb, I hope your work on Social Emotional Learning is going well. Please prepare an update for our next meeting. Call me at <PHONE_1>.","[{'text': 'Robb', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '(436) 9105461', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}]",2.77,2025-04-15T16:11:34.582614-07:00,redaction-model-fs:4b
168654,There is a growing need for a National Paradigm Assistant in the Implementation area. They would be in charge of managing the organizational aspect of the therapy centers.,[],1.62,2025-04-15T16:11:36.212030-07:00,redaction-model-fs:4b
168655,"To entertain your outsourcing management query, we've directed your concerns to our IP address <IP_1>. Kindly note that we only entertain requests related to Developer.","[{'text': '4f15:2d54:b2fe:1604:e7e9:8c5b:efbd:01b9', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.63,2025-04-15T16:11:38.850334-07:00,redaction-model-fs:4b
168656,"Dear <NAME_1>, certificate for recently completed course is available online. Forgot <PASSWORD_1>? Reset at login using IP: <IP_1>.","[{'text': 'Onie_Heller', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'K4zShM36FWgU', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}, {'text': 'c01c:74a1:ccfa:db1c:6a30:afcc:f9ca:b4fb', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.97}]",3.65,2025-04-15T16:11:42.510418-07:00,redaction-model-fs:4b
168657,"Due to increasing incidents on campus, we're installing security cameras with 3da8:2b66:5f3b:faaf:5dea:8b79:db6f:9feb, please <NAME_1> help us secure it with <PASSWORD_1>.","[{'text': '3da8:2b66:5f3b:faaf:5dea:8b79:db6f:9feb', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'Jillian', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': 'gQzN_2vh40zG', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.98}]",4.03,2025-04-15T16:11:46.549489-07:00,redaction-model-fs:4b
168658,"Sister, got some resources for SEL. Already sent it to ur mail: <EMAIL_1>. Access password: <PASSWORD_1>. Safe keep it!","[{'text': 'Sage.Block@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}, {'text': 'T0T40DJlV_ot', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",2.78,2025-04-15T16:11:49.335778-07:00,redaction-model-fs:4b
168659,"Building upon the cryptography section of our curriculum, I suggest a topic about Litecoin and Ethereum to discuss different blockchains (MPdf3aNxYYT3ce1dvkqCreTJj8Zts3m, 0xadf881d80d39d294ef38f8b9bb5ec7b39e5f8cbc).","[{'text': 'MPdf3aNxYYT3ce1dvkqCreTJj8Zts3m', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': '0xadf881d80d39d294ef38f8b9bb5ec7b39e5f8cbc', 'placeholder': '<IDENTIFIER_2>', 'type': 'identification_number', 'confidence': 0.99}]",3.89,2025-04-15T16:11:53.232275-07:00,redaction-model-fs:4b
168660,The Handbook for Classroom Management is ready. You can download it using the school's IP address <IP_ADDRESS_1>. Inform <NAME_1>.,"[{'text': '41.191.170.63', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'Inform August', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}]",2.85,2025-04-15T16:11:56.093528-07:00,redaction-model-fs:4b
168661,Can <CITY_1> <CITY_1> be accepted as healthcare fees under the health care law reforms in <CITY_1>?,"[{'text': 'Boliviano boliviano', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}, {'text': 'Durham', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}]",2.65,2025-04-15T16:11:58.756646-07:00,redaction-model-fs:4b
168662,"Hello <NAME_1>, your telemedicine consultation is confirmed for <DATE_1> at <TIME_1>. Kindly complete the payment using <PHONE_1>.","[{'text': 'Kelli', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '06/07/1987', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': '5 PM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.97}, {'text': '4156622183500290', 'placeholder': '<PHONE_1>', 'type': 'financial_info', 'confidence': 0.95}]",3.94,2025-04-15T16:12:02.709259-07:00,redaction-model-fs:4b
168663,"Hello <NAME_1>, we have allocated you parking slot number <NUMBER_1> for your vehicle with registration number <LICENSE_1>.","[{'text': 'Hayden', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '5879', 'placeholder': '<NUMBER_1>', 'type': 'number', 'confidence': 0.99}, {'text': 'UK50IOY', 'placeholder': '<LICENSE_1>', 'type': 'license_plate', 'confidence': 0.97}]",3.19,2025-04-15T16:12:05.910653-07:00,redaction-model-fs:4b
168664,"Hello <NAME_1>, we need you to fill out this physical therapy evaluation form. When asked for your height, please enter 6'9"". Don't forget to mention your eye color (Eye color: <COLOR_1>). If prompted, use PIN <PIN_1> for verification.","[{'text': 'Female', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': '6\'9""', 'placeholder': '<HEIGHT_1>', 'type': 'height', 'confidence': 0.98}, {'text': 'Green', 'placeholder': '<COLOR_1>', 'type': 'eye_color', 'confidence': 0.95}, {'text': '8839', 'placeholder': '<PIN_1>', 'type': 'pin', 'confidence': 0.99}]",4.03,2025-04-15T16:12:09.950639-07:00,redaction-model-fs:4b
168665,We are currently processing the legal documentation for your transfer of 997327.61 Fiji Dollar to another account. Kindly confirm the last four digits of the account number as <PHONE_1>.,"[{'text': '997327.61 Fiji Dollar', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.98}, {'text': '46601625', 'placeholder': '<ACCOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}]",3.01,2025-04-15T16:12:12.975348-07:00,redaction-model-fs:4b
168666,"Mrs. <NAME_1> <KRAJCZIK>, would you kindly review the healthcare legislation attached? Please refer to section <ID_1> pertaining to maternity leave.","[{'text': 'Luella Riley Krajcik', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'BG78AVLQ70027148M44680', 'placeholder': '<ID_1>', 'type': 'identification_number', 'confidence': 0.98}]",2.97,2025-04-15T16:12:15.954952-07:00,redaction-model-fs:4b
168667,Here's the 1GcLKUfNBCchy1Aa1Phq3F2ucJPK9RuVhviDG for the payment of the art pieces purchased from the West Micaela exhibition.,"[{'text': '1GcLKUfNBCchy1Aa1Phq3F2ucJPK9RuVhviDG', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.99}]",2.57,2025-04-15T16:12:18.532885-07:00,redaction-model-fs:4b
168668,Our STEM workshop on <DATE_1> requires the participation of <NAME_1>. We believe your years of experience in the field (<EXPERIENCE_1>) will inspire our young learners. Your presence would be a multiplier effect for the event.,"[{'text': '1979-09-09T22:41:42.554Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': 'Asia', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '15', 'placeholder': '<EXPERIENCE_1>', 'type': 'experience', 'confidence': 0.97}]",3.64,2025-04-15T16:12:22.182826-07:00,redaction-model-fs:4b
168669,"Dear <NAME_1>, your dermatology appointment is scheduled on <DATE_1>. This treatment may change your <NAME_2>. We request your consent.","[{'text': 'Allen', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '8/88', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'Hazel', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.95}]",3.11,2025-04-15T16:12:25.299480-07:00,redaction-model-fs:4b
168670,Suspicious security transaction was flagged in <PHONE_1>. It's tied to an unfamiliar IP address <IP_1>. Please validate your personal data <DATE_1> and <FINANCIAL_1>.,"[{'text': '42199499', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}, {'text': '198.147.213.100', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': '03/04/1932', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '756.4153.4317', 'placeholder': '<FINANCIAL_1>', 'type': 'financial_id', 'confidence': 0.96}]",4.24,2025-04-15T16:12:29.554269-07:00,redaction-model-fs:4b
168671,A credit of ₨0.000b charged on 1082820554108998 was not approved by me. This charge came up on <DATE_1> from <IP_ADDRESS_1>.,"[{'text': '1082820554108998', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '84ab:3cb7:aa3c:a937:fce4:bc12:08ce:314f', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}]",3.5,2025-04-15T16:12:33.068210-07:00,redaction-model-fs:4b
168672,"Hello <NAME_1>, the home delivery from the <ORGANIZATION_1> store of your prescribed geriatric medicines will arrive on <TIME_1> on <DATE_1>. Bill to <ACCOUNT_1> ending in <ACCOUNT_NUMBER_1>.","[{'text': 'Carroll', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': ""the O'Hara Group"", 'placeholder': '<ORGANIZATION_1>', 'type': 'organization', 'confidence': 0.97}, {'text': '10 PM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.98}, {'text': '22/06/1948', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.96}, {'text': 'Home Loan Account ending in 17037916', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.95}]",4.64,2025-04-15T16:12:37.723667-07:00,redaction-model-fs:4b
168673,An attempt was made recently to log into your Alvah_Gorczany66 account from IP <IP_1>.<IP_2>. This attempt was not successful. Please confirm if this was your attempt.,"[{'text': '87.57.149.239', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.46,2025-04-15T16:12:40.195676-07:00,redaction-model-fs:4b
168674,"As a Legacy Brand Strategist, your main task for today will be to handle a case of insurance fraud involving the bank account with IBAN <BANK_ACCOUNT_1> For this, you might need to get assistance from our technical team regarding the IPV6 address data <IPV6_ADDRESS_1> involved. Let's discuss your findings next 01:41.","[{'text': 'IBAN LB4906163325367Q27389833704J', 'placeholder': '<BANK_ACCOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': 'bf2c:05e5:f4b0:c5cb:63be:c316:ef55:7f4b', 'placeholder': '<IPV6_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}]",4.01,2025-04-15T16:12:44.220334-07:00,redaction-model-fs:4b
168675,"Dear <NAME_1>, we’ve organized health camp in <CITY_1> where you can have free check-up and consultation from the top Endocrinologists. Interested?","[{'text': 'Anibal', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Doral', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.97}]",2.73,2025-04-15T16:12:46.963971-07:00,redaction-model-fs:4b
168676,"Hi Reggie, we are organizing a medical imaging webinar. Due to our company's privacy protocol, we'll be using a different host address. Here's it <PAYMENT_1> for any payments.","[{'text': '3fkaSzaKsMY95SLVzmEVph3pLTVfegadbsN', 'placeholder': '<PAYMENT_1>', 'type': 'financial_information', 'confidence': 0.99}]",2.58,2025-04-15T16:12:49.551219-07:00,redaction-model-fs:4b
168677,"Hello <NAME_1> <SURNAME_1>, shipment of your pharmaceuticals from <COMPANY_1>, <COMPANY_2> and <COMPANY_3> has been dispatched. It is scheduled to reach your location (<CITY_1>, <ADDRESS_1>) at <TIME_1> around <TIME_2> with 298588 <CURRENCY_1> charged to your account (<ACCOUNT_NUMBER_1>).","[{'text': 'Marcella Leffler', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Powlowski, Balistreri and Skiles', 'placeholder': '<COMPANY_1>', 'type': 'company', 'confidence': 0.97}, {'text': 'West Colinstead', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.94}, {'text': '24884 Commerce Street', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': '5:18 AM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.98}, {'text': '298588 Baht', 'placeholder': '<CURRENCY_1>', 'type': 'currency', 'confidence': 0.96}, {'text': '64913483', 'placeholder': '<ACCOUNT_NUMBER_1>', 'type': 'account_number', 'confidence': 0.99}]",6.24,2025-04-15T16:12:55.806376-07:00,redaction-model-fs:4b
168678,17:17 - Completed a psychological assessment for <NAME_1>. <PATIENT_1> exhibits several anxiety symptoms.,"[{'text': 'Haskell.Bergstrom54', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '<PATIENT_1>', 'placeholder': '<PATIENT_1>', 'type': 'name', 'confidence': 0.95}]",2.69,2025-04-15T16:12:58.507854-07:00,redaction-model-fs:4b
168679,"Regarding your request for cancer treatment costs, I require a few more details. Could you please provide the insurance number <PHONE_1> and billing zip code <CITY_1>?","[{'text': '75620345177', 'placeholder': '<PHONE_1>', 'type': 'identification number', 'confidence': 0.98}, {'text': '07174', 'placeholder': '<CITY_1>', 'type': 'zip code', 'confidence': 0.97}]",2.9,2025-04-15T16:13:01.415602-07:00,redaction-model-fs:4b
168680,Please email us at <EMAIL_1> if you are interested in having your child attend our extracurricular activities. Please include their account number <ACCOUNT_1>.,"[{'text': 'Alene82@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}, {'text': '25421304', 'placeholder': '<ACCOUNT_1>', 'type': 'identification_number', 'confidence': 0.97}]",2.85,2025-04-15T16:13:04.274781-07:00,redaction-model-fs:4b
168681,Early Childhood Education webinar requires payment for <RELATION_1>. Charges will appear on your card as <RELATION_1>.,"[{'text': 'CLP', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': 'Savings Account', 'placeholder': '<RELATION_1>', 'type': 'financial_information', 'confidence': 0.99}]",2.62,2025-04-15T16:13:06.908981-07:00,redaction-model-fs:4b
168682,"Hi <NAME_1>, use <IP_1> to access your pending teacher evaluations. Please be mindful to use [-81.9106,-13.4732] when asked to.","[{'text': 'Female to male', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.97}, {'text': '4e:02:e3:c7:55:af', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}]",3.0,2025-04-15T16:13:09.925725-07:00,redaction-model-fs:4b
168683,"Please review our data handling procedures relating to banking details, specifically <BANKING_1>, and advise on their legislative compliance. Email the report to <EMAIL_1>.","[{'text': 'DE22943608120039106002', 'placeholder': '<BANKING_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': 'Tess_Swaniawski@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.97}]",3.02,2025-04-15T16:13:12.956707-07:00,redaction-model-fs:4b
168684,"I received a referral from 53.78.97.44 for orthopaedic consultation, and need your help to schedule the appointment. The patient's height is 6' 6"", and age is 78 years old. The case ID is 7989409154282870.","[{'text': '53.78.97.44', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': '6\' 6""', 'placeholder': '<HEIGHT_1>', 'type': 'height', 'confidence': 0.97}, {'text': '78 years old', 'placeholder': '<AGE_1>', 'type': 'age', 'confidence': 0.95}, {'text': '7989409154282870', 'placeholder': '<IDENTIFICATION_NUMBER_1>', 'type': 'identification_number', 'confidence': 0.98}]",4.52,2025-04-15T16:13:17.484429-07:00,redaction-model-fs:4b
168685,We found an anomaly in the server identified by <IP_ADDRESS_1>. This might impact the Quality project.,"[{'text': 'ccb4:54bd:8eed:c2f1:ea99:eedf:c0e2:933d', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",2.47,2025-04-15T16:13:19.967340-07:00,redaction-model-fs:4b
