id,redacted_text,redacted_cases,total_duration_seconds,created_at,model
168503,Increased parental involvement is often cited as an advantage of private schools. Contact our Legacy Accounts Producer through the <IP_ADDRESS_1> server for more information.,"[{'text': '0eef:eed7:b8a4:bffc:4d8c:2ca4:9672:ffce', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",6.66,2025-04-15T03:43:01.161781-07:00,redaction-model-fs:12b
168504,I've got student evaluations for <NAME_1> that show great progress. Available <DATE_1> for a call?,"[{'text': 'Ivory', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '18/05/1987', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.95}]",6.88,2025-04-15T03:43:08.049474-07:00,redaction-model-fs:12b
168505,Your group therapy payment for <AMOUNT_1> is approved. See you at the next session.,"[{'text': 'Lek0.00b', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}]",5.58,2025-04-15T03:43:13.646226-07:00,redaction-model-fs:12b
168506,Just came across the transfer deeds for <ADDRESS_1> and it looks like there'll be a gift tax.,"[{'text': '4699 Main', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.98}]",5.6,2025-04-15T03:43:19.251136-07:00,redaction-model-fs:12b
168507,"Our initiative is advancing the ideals of Educational Leadership. To get involved, reach <NAME_1> at <IP_ADDRESS_1>.","[{'text': 'Sawyer', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'e80c:7fb3:ac7a:fd8a:51fc:54b0:27fc:a7f8', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}]",7.77,2025-04-15T03:43:27.030899-07:00,redaction-model-fs:12b
168508,Surgery scheduled for <NAME_1> on <DATE_1> in <CITY_1>. Generate the access key from <PASSWORD_1>.,"[{'text': 'Sylvan', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '18/06/2001', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': 'Henry County', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.95}, {'text': '183 75 5508', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.98}]",9.53,2025-04-15T03:43:36.571658-07:00,redaction-model-fs:12b
168509,"Greetings, <NAME_1>, for optimum chronic disease management, check out <URL_1>. Note that you'll need <PASSWORD_1> and <PASSWORD_2> to log in.","[{'text': 'Shakira', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'https://giant-authentication.biz/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.98}, {'text': 'Tate89', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.97}, {'text': 'FQJzfwc0aloM', 'placeholder': '<PASSWORD_2>', 'type': 'password', 'confidence': 0.96}]",9.62,2025-04-15T03:43:46.205900-07:00,redaction-model-fs:12b
168510,<NAME_1> needs post-chemo follow up. Resident Liaison to report.,"[{'text': 'Berta Schiller', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}]",5.37,2025-04-15T03:43:51.586667-07:00,redaction-model-fs:12b
168511,"Dear Associates, Let’s organize a team meeting on <DATE_1>. <NAME_1>, our Internal Identity Architect, identified a new competitor on the market. Please prepare a detailed report on their strengths and weaknesses.","[{'text': 'December 30, 2012', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': 'Arden', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}]",7.44,2025-04-15T03:43:59.033581-07:00,redaction-model-fs:12b
168512,The special educational conference will be held in the Northwest conference room of our building number <ADDRESS_1> at <CITY_1>. The conference is scheduled for <DATE_1>. Please ensure to join us there. Access will be granted via the <ENTRANCE_1> entrace.,"[{'text': '595', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': 'Jamaalhaven', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.96}, {'text': 'August 1, 1995', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}, {'text': 'Suite 717 entrace', 'placeholder': '<ENTRANCE_1>', 'type': 'landmark', 'confidence': 0.93}]",10.32,2025-04-15T03:44:09.360153-07:00,redaction-model-fs:12b
168513,"The project's Supervisor should fill out their updated timesheets in the system by <DATE_1>. Any delays should be reported to Lead Intranet Facilitator. Please continue to follow the set schedules. If any issues, contact me on <PHONE_1>.","[{'text': '22', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.97}, {'text': '041.942 7007', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}]",7.68,2025-04-15T03:44:17.055489-07:00,redaction-model-fs:12b
168514,We've seen a rise in ad traffic from <IP_1> and <IP_2>. What's our plan for this new market trend?,"[{'text': '139.145.169.254', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'd5f7:c4e5:8db0:b9f9:f25d:aa60:ea52:a4e3', 'placeholder': '<IP_2>', 'type': 'ip_address', 'confidence': 0.98}]",8.2,2025-04-15T03:44:25.267564-07:00,redaction-model-fs:12b
168515,"Hello <NAME_1>, managed to secure a therapy appointment for you. You're required to make payments through <RELATION_1>. Once done, please update me through <EMAIL_1>.","[{'text': 'Camron', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Home Loan Account', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.93}, {'text': 'Kendrick.Sawayn78@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",8.55,2025-04-15T03:44:33.826390-07:00,redaction-model-fs:12b
168516,The analytics software license will expire soon. Please renew it using Bitcoin payment to the address <ADDRESS_1>. The amount is <AMOUNT_1>.,"[{'text': '3d3WWRiTtN5SQeYhzn2aLD3kyg4D8DJHJ6Lx9', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.99}, {'text': 'Dalasi 815,050.87', 'placeholder': '<AMOUNT_1>', 'type': 'financial', 'confidence': 0.98}]",7.81,2025-04-15T03:44:41.647136-07:00,redaction-model-fs:12b
168517,"Hi <NAME_1>, Your counseling appointment on <DATE_1> at <TIME_1> has to be postponed. Please reach out to reschedule.","[{'text': 'Dr.Kozey', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '7/95', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.95}, {'text': ""21 o'clock"", 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.97}]",8.12,2025-04-15T03:44:49.780204-07:00,redaction-model-fs:12b
168518,"As per your request, your fees for our therapy sessions can now be paid via <ACCOUNT_1>, <ACCOUNT_2>, or <ACCOUNT_3>. We always respect our member's choice of Denar for transactions.","[{'text': '3qtj9G95rQ6Ac4cipzwnNwop3tTo4oBK', 'placeholder': '<ACCOUNT_1>', 'type': 'financial', 'confidence': 0.99}, {'text': '0x9b9fc60cfafe391cd58f62fc8bdf8885ecec03eb', 'placeholder': '<ACCOUNT_2>', 'type': 'financial', 'confidence': 0.98}, {'text': 'MHeGM5qEJWgZMin132NCb54sj92', 'placeholder': '<ACCOUNT_3>', 'type': 'financial', 'confidence': 0.97}]",10.16,2025-04-15T03:44:59.948134-07:00,redaction-model-fs:12b
168519,"I am interested in your Developmental Psychology course and would like to enrol. Please find my details below:
Full Name: <NAME_1>
Job Title: Investor Markets Associate
For payment, can you send me the details for transaction via Ethereum at <ADDRESS_1>?","[{'text': '6114869210275300', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '0xc02eeab4bd00f11dcab938cc2b947af9ffae8c51', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.98}]",8.87,2025-04-15T03:45:08.829024-07:00,redaction-model-fs:12b
168520,"In preparation for the operations meeting on <DATE_1>, could you please update the Auto Loan Account with data from <URL_1>.","[{'text': '13th August', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': 'https://drafty-scow.com/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.98}]",7.0,2025-04-15T03:45:15.837904-07:00,redaction-model-fs:12b
168521,Good day! The student's Applications assessments conducted under <IP_ADDRESS_1> for this year are due. Please remind the students to study and do well!,"[{'text': 'afd1:a9fe:c2ba:cce4:388e:cb11:4f3b:8d65', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",6.73,2025-04-15T03:45:22.578243-07:00,redaction-model-fs:12b
168522,"Dear <NAME_1>, we've detected suspicious activity (Username: <NAME_2>) on your child's account.","[{'text': 'Dr. Moore', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Charlene_Halvorson', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.98}]",6.81,2025-04-15T03:45:29.402993-07:00,redaction-model-fs:12b
168523,I've noticed an increase in user traffic from <IP_1> ever since we launched our digital marketing campaign. We should look into this at our <MEETING_1>.,"[{'text': '209.154.57.64', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'Savings Account', 'placeholder': '<MEETING_1>', 'type': 'meeting', 'confidence': 0.95}]",7.34,2025-04-15T03:45:36.753229-07:00,redaction-model-fs:12b
168524,"<CITY_1>, potential error with the diagnostic tool in the northwest. Technician <ID_1> has been notified and is scheduled to arrive soon.","[{'text': 'Florence', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}, {'text': '8680', 'placeholder': '<ID_1>', 'type': 'identification', 'confidence': 0.95}]",6.77,2025-04-15T03:45:43.537181-07:00,redaction-model-fs:12b
168525,Send suggestions for the Planner curriculum to <EMAIL_1>.,"[{'text': 'Rachael30@gmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}]",5.39,2025-04-15T03:45:48.937930-07:00,redaction-model-fs:12b
168526,"<RELATION_1>, we face an issue with the Money Market Account. Need to go through the <ACCOUNT_1> transactions.","[{'text': 'Transexual man', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.97}, {'text': '3azBji8knEx6je4zKZtU5o3NmJpy7dBrBB', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.99}]",7.41,2025-04-15T03:45:56.359018-07:00,redaction-model-fs:12b
168527,"<NAME_1>, the Business Continuity Plan for the Identity needs to be revised by <DATE_1>. Please forward this request to your team.","[{'text': 'Maybelle_Lesch', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '1931-10-21T17:59:07.789Z', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.98}]",7.45,2025-04-15T03:46:03.823605-07:00,redaction-model-fs:12b
168528,"Dear <NAME_1>, due to changes in our policy, we need to update your information related to your Strategist assignment in our learning platform. Please, follow this link and use the <PASSWORD_1> to proceed.","[{'text': 'Trans man', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'OfimMUXHCHOw', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",7.3,2025-04-15T03:46:11.132478-07:00,redaction-model-fs:12b
168529,"Dear <NAME_1>, we have identified similarities between your latest assignment and a project created last year. Device with the MAC address <IP_ADDRESS_1> was noted during submission.","[{'text': 'Demario', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '22:1a:ff:9f:e5:a7', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.98}]",7.44,2025-04-15T03:46:18.580700-07:00,redaction-model-fs:12b
168530,Parents are asked to check their kids <HEIGHT_1> to order the correct uniform size from our supplier for a refundable deposit funded through your <ACCOUNT_TYPE_1> <ACCOUNT_NUMBER_1>.,"[{'text': '5\' 1""', 'placeholder': '<HEIGHT_1>', 'type': 'height', 'confidence': 0.97}, {'text': 'savings account', 'placeholder': '<ACCOUNT_TYPE_1>', 'type': 'account_type', 'confidence': 0.96}, {'text': 'Home Loan Account', 'placeholder': '<ACCOUNT_NUMBER_1>', 'type': 'account_number', 'confidence': 0.95}]",8.46,2025-04-15T03:46:27.056064-07:00,redaction-model-fs:12b
168531,<PHONE_1> reports submitted by teachers from the Southeast. Expected to cross <PHONE_1> by the next quarter.,"[{'text': '4799185300401786', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}, {'text': '4676104819754968', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.99}]",7.37,2025-04-15T03:46:34.433076-07:00,redaction-model-fs:12b
168532,"Hey <NAME_1>, hope everything is going well! Just wanted to check in about your progress on the time management techniques we spoke about. Let’s <DATE_1>.","[{'text': 'Leanne', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'meetup at 0', 'placeholder': '<DATE_1>', 'type': 'appointment', 'confidence': 0.95}]",7.1,2025-04-15T03:46:41.541704-07:00,redaction-model-fs:12b
168533,"The Auto Loan Account is set up for the STEM scholarships, awaiting transfer of funds via <IDENTIFICATION_1>. We would appreciate if you make this transfer before <DATE_1>.","[{'text': 'IS646825794030093700932004', 'placeholder': '<IDENTIFICATION_1>', 'type': 'identification_number', 'confidence': 0.99}, {'text': '1', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.85}]",7.72,2025-04-15T03:46:49.268994-07:00,redaction-model-fs:12b
168534,Never access <URL_1> or similar websites from public computers. Neglecting to sign out of your Money Market Account can expose your <ACCOUNT_1>.,"[{'text': 'https://suburban-spud.com/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.99}, {'text': '0X3nt7rcLOyb', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.98}]",7.2,2025-04-15T03:46:56.481687-07:00,redaction-model-fs:12b
168535,Please remit fees for the final year project assessment. The amount is <AMOUNT_1>. You can make the payment online using card <CARD_1> from issuer <ISSUER_1>.,"[{'text': 'CDF 1386851417672037', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '4590242393400059', 'placeholder': '<CARD_1>', 'type': 'credit_card', 'confidence': 0.98}, {'text': 'diners_club', 'placeholder': '<ISSUER_1>', 'type': 'financial_institution', 'confidence': 0.96}]",9.13,2025-04-15T03:47:05.625860-07:00,redaction-model-fs:12b
168536,"Data team, please update the tracking dashboard with the new data from <CITY_1>. Ensure it displays updated morbidity and mortality rates.","[{'text': 'Berkshire', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.96}]",5.58,2025-04-15T03:47:11.212135-07:00,redaction-model-fs:12b
168537,"For your upcoming standardized test, use <CITY_1> as your test location. The testing center will open at <TIME_1>. Payment of <F_INFO_1>$ is required.","[{'text': 'Perry County', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}, {'text': '05:27', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.96}, {'text': '839393.90$', 'placeholder': '<F_INFO_1>', 'type': 'financial_information', 'confidence': 0.99}]",8.47,2025-04-15T03:47:19.692969-07:00,redaction-model-fs:12b
168538,"For the conference at <CITY_1>, utilizing the data from athlete's performance tracker with the <IDENTIFIER_1> could provide interesting insights for your sports psychology research presentation. Extra data like this could give us a significant edge.","[{'text': 'Calhoun County', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}, {'text': '12-525195-751539-7', 'placeholder': '<IDENTIFIER_1>', 'type': 'identification_number', 'confidence': 0.95}]",7.76,2025-04-15T03:47:27.461043-07:00,redaction-model-fs:12b
168539,Students wishing to pay library fines can do so through <ACCOUNT_1>. CVV is <CVV_1> and issuer is <ISSUER_1>.,"[{'text': '3503473288758340', 'placeholder': '<ACCOUNT_1>', 'type': 'financial_information', 'confidence': 0.99}, {'text': '444', 'placeholder': '<CVV_1>', 'type': 'financial_information', 'confidence': 0.98}, {'text': 'mastercard', 'placeholder': '<ISSUER_1>', 'type': 'financial_information', 'confidence': 0.97}]",8.54,2025-04-15T03:47:36.013775-07:00,redaction-model-fs:12b
168540,"Hello <NAME_1>, we have a property at <ADDRESS_1>, under <CITY_1>, that has been sold. Could you draw a contract for this sale and send it to <EMAIL_1>?","[{'text': 'Roselyn', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Madge Spurs 93352', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': 'Henry County', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.94}, {'text': 'Casimer_Hickle89@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",9.88,2025-04-15T03:47:45.905782-07:00,redaction-model-fs:12b
168541,Use <PASSWORD_1> to login to the wellness portal. Contact me on <PHONE_1> for any issues.,"[{'text': 'a54f:ecf2:eae4:0cd7:d1fe:1e6e:f9ce:2edd', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}, {'text': '66-970021-130289-5', 'placeholder': '<PHONE_1>', 'type': 'phone', 'confidence': 0.98}]",7.85,2025-04-15T03:47:53.770373-07:00,redaction-model-fs:12b
168542,"Customer Implementation Facilitator, looking for volunteers for the upcoming tech seminar. Could readily use your skills. You can register at our webpage <WEBPAGE_1>.","[{'text': 'Mozilla/5.0 (X11; Linux i686; rv:7.7) Gecko/20100101 Firefox/7.7.6', 'placeholder': '<WEBPAGE_1>', 'type': 'webpage', 'confidence': 0.97}]",6.88,2025-04-15T03:48:00.655440-07:00,redaction-model-fs:12b
168543,"For showing appreciation towards your dedication and hard work, the company is offering a bonus amount of <FINANCIAL_1>. Please confirm the transaction to your account <ACCOUNT_1>.","[{'text': '﷼320923.36', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.99}, {'text': '65238586', 'placeholder': '<ACCOUNT_1>', 'type': 'account', 'confidence': 0.98}]",7.38,2025-04-15T03:48:08.049019-07:00,redaction-model-fs:12b
168544,"<NAME_1>, <NAME_2> and <NAME_3> is proud to announce that we will be reducing our carbon footprint by 389.561k% by <DATE_1>. Together, we can build a future that is sustainable.","[{'text': 'Erdman', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Wiegand', 'placeholder': '<NAME_2>', 'type': 'name', 'confidence': 0.98}, {'text': 'Koepp', 'placeholder': '<NAME_3>', 'type': 'name', 'confidence': 0.97}, {'text': '30th January', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.96}]",9.69,2025-04-15T03:48:17.749162-07:00,redaction-model-fs:12b
168545,"Your group code is <CODE_1>, an initial step to a journey that would prepare you to handle the responsibilities of a Director professional.","[{'text': '5323', 'placeholder': '<CODE_1>', 'type': 'code', 'confidence': 0.99}]",5.69,2025-04-15T03:48:23.444232-07:00,redaction-model-fs:12b
168546,Kindly send <CURRENCY_1> for your health insurance premium to the account named <ACCOUNT_NAME_1>,"[{'text': 'North Korean Won', 'placeholder': '<CURRENCY_1>', 'type': 'currency', 'confidence': 0.98}, {'text': 'Savings Account', 'placeholder': '<ACCOUNT_NAME_1>', 'type': 'account_name', 'confidence': 0.95}]",6.82,2025-04-15T03:48:30.273896-07:00,redaction-model-fs:12b
168547,"For our next charity event, we'll be raising <AMOUNT_1> in funding to support education access in underserved communities. Secure your donation through credit card payment using our <GATEWAY_1> system.","[{'text': 'Manat', 'placeholder': '<AMOUNT_1>', 'type': 'financial_information', 'confidence': 0.98}, {'text': 'visa gateway system', 'placeholder': '<GATEWAY_1>', 'type': 'system', 'confidence': 0.95}]",7.24,2025-04-15T03:48:37.517877-07:00,redaction-model-fs:12b
168548,The delivery vehicle assigned has a Vehicle Reg no: <VEHICLE_REG_NO_1> and Vehicle Identification No: <VEHICLE_ID_NO_1>.,"[{'text': 'ZV81IWF', 'placeholder': '<VEHICLE_REG_NO_1>', 'type': 'vehicle_reg_no', 'confidence': 0.99}, {'text': 'U4XT4X4RJAR133847', 'placeholder': '<VEHICLE_ID_NO_1>', 'type': 'vehicle_id_no', 'confidence': 0.99}]",7.92,2025-04-15T03:48:45.450888-07:00,redaction-model-fs:12b
168549,"Join literacy program at <CITY_1> being led by Markets specialist, <NAME_1>. Interested participants can sign up at <URL_1>.","[{'text': 'Appenzell Ausserrhoden', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}, {'text': 'Corine Cummings', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'https://everlasting-liquidity.biz/', 'placeholder': '<URL_1>', 'type': 'url', 'confidence': 0.97}]",8.31,2025-04-15T03:48:53.769914-07:00,redaction-model-fs:12b
168550,Need your guidance to choose a proper career path. I am <GENDER_1> and <AGE_1> years old.,"[{'text': 'Male', 'placeholder': '<GENDER_1>', 'type': 'name', 'confidence': 0.99}, {'text': '93', 'placeholder': '<AGE_1>', 'type': 'date', 'confidence': 0.98}]",6.71,2025-04-15T03:49:00.494041-07:00,redaction-model-fs:12b
168551,Patient <NAME_1>'s Oncology fees has been charged to the card ending with <FINANCIAL_1>.,"[{'text': 'Hallie', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '2327953294038192', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.98}]",7.02,2025-04-15T03:49:07.529198-07:00,redaction-model-fs:12b
168552,Attention! <RELATION_1> in critical phase. Please reach <ADDRESS_1>. This info should remain confidential.,"[{'text': 'Intersex woman prism', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.98}, {'text': 'Apt. 977, 78742', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.99}]",7.14,2025-04-15T03:49:14.681038-07:00,redaction-model-fs:12b
168553,I need an analysis of the Q4 sales performance for all franchises in <CITY_1>. Make sure to cross-check against the <DATA_1>.,"[{'text': 'Sicily', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.98}, {'text': '13626035', 'placeholder': '<DATA_1>', 'type': 'data', 'confidence': 0.95}]",7.03,2025-04-15T03:49:21.720170-07:00,redaction-model-fs:12b
168554,"According to <NAME_1> based <RELATION_1>, sales uptick of SYP703786.20 projected.","[{'text': 'Daniellestad', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': 'Demigender Developer', 'placeholder': '<RELATION_1>', 'type': 'personal_relation', 'confidence': 0.95}]",6.91,2025-04-15T03:49:28.639557-07:00,redaction-model-fs:12b
168555,We received a donation via credit card. The last four digits of the card are <CREDIT_CARD_1> and the amount is $50000 for palliative care.,"[{'text': '3406978970511692', 'placeholder': '<CREDIT_CARD_1>', 'type': 'financial_information', 'confidence': 0.99}]",6.4,2025-04-15T03:49:35.052932-07:00,redaction-model-fs:12b
168556,"The shipment of medical devices for <NAME_1> will arrive at <ADDRESS_1>, <CITY_1> on or before <DATE_1>.","[{'text': 'Grimes', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': 'Northeast, 746 Greene County', 'placeholder': '<ADDRESS_1>', 'type': 'address', 'confidence': 0.97}, {'text': '18/10/1946', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.95}]",8.34,2025-04-15T03:49:43.404002-07:00,redaction-model-fs:12b
168557,"Dear Central Identity Orchestrator, We appreciated your recent humanistic therapy talk at our virtual conference. We are hosting a follow-up session and would like to hear more about the therapeutic interactions and key aspects relevant to our Assurance. Could you please confirm your availability on <DATE_1> by sending a reply to <EMAIL_1>?","[{'text': '1/04 9:33 AM', 'placeholder': '<DATE_1>', 'type': 'date', 'confidence': 0.99}, {'text': 'Jammie3@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.98}]",8.19,2025-04-15T03:49:51.603300-07:00,redaction-model-fs:12b
168558,Intensive Care Unit team meeting scheduled tomorrow at <LANDMARK_1>. All members please be available online at <IP_ADDRESS_1>.,"[{'text': 'Runolfsson Mission', 'placeholder': '<LANDMARK_1>', 'type': 'landmark', 'confidence': 0.96}, {'text': '415d:40ce:acb2:4a13:40da:c8db:8b73:cdef', 'placeholder': '<IP_ADDRESS_1>', 'type': 'ip_address', 'confidence': 0.99}]",7.75,2025-04-15T03:49:59.358399-07:00,redaction-model-fs:12b
168559,Looking for Chief Optimization Manager in <CITY_1> who can help in a research project on the effect of food onn learning disabilities. Reach out at <EMAIL_1>. Released a new eBook on Amazon to tackle learning disabilities. Can anyone in <CITY_2> provide reviews? Contact at <EMAIL_2>!,"[{'text': 'North Colton', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 95}, {'text': 'Oswaldo23@hotmail.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 99}, {'text': 'Loraboro', 'placeholder': '<CITY_2>', 'type': 'city', 'confidence': 92}, {'text': 'Mollie.Howe-Bogan@yahoo.com', 'placeholder': '<EMAIL_2>', 'type': 'email', 'confidence': 98}]",10.2,2025-04-15T03:50:09.566217-07:00,redaction-model-fs:12b
168560,"Our inventory management software requires an update. We request you to login into the application with <NAME_1> and password <PASSWORD_1>. Post login, please navigate to software updates and click on install updates.","[{'text': 'Bud89', 'placeholder': '<NAME_1>', 'type': 'password', 'confidence': 0.99}, {'text': 'GbeaA9_oiyIB', 'placeholder': '<PASSWORD_1>', 'type': 'password', 'confidence': 0.99}]",7.31,2025-04-15T03:50:16.879730-07:00,redaction-model-fs:12b
168561,Please send the operations report to <EMAIL_1> for review at <ORGANIZATION_1>. Make sure to include any details about the shipment from <CITY_1>.,"[{'text': 'Misael_Langworth@yahoo.com', 'placeholder': '<EMAIL_1>', 'type': 'email', 'confidence': 0.99}, {'text': 'Padberg and Sons', 'placeholder': '<ORGANIZATION_1>', 'type': 'organization', 'confidence': 0.95}, {'text': 'East Allison', 'placeholder': '<CITY_1>', 'type': 'city', 'confidence': 0.93}]",8.36,2025-04-15T03:50:25.246915-07:00,redaction-model-fs:12b
168562,"Attention <NAME_1>, we're offering special tutorials for Graphic Design. The expenses can be charged to your card <FINANCIAL_1>. Is this fine?","[{'text': 'Devonte', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.99}, {'text': '0572101682354442', 'placeholder': '<FINANCIAL_1>', 'type': 'financial', 'confidence': 0.98}]",7.29,2025-04-15T03:50:32.551629-07:00,redaction-model-fs:12b
168563,Breach attempt to our secure job area (<AREA_1>) at <TIME_1>. Legal actions need to be taken.,"[{'text': 'Mobility', 'placeholder': '<AREA_1>', 'type': 'area', 'confidence': 0.95}, {'text': '6 AM', 'placeholder': '<TIME_1>', 'type': 'time', 'confidence': 0.98}]",6.63,2025-04-15T03:50:39.192135-07:00,redaction-model-fs:12b
168564,"As <HEIGHT_1> could influence certain dermatological conditions, <NAME_1> with a height of <HEIGHT_2>, should potentially consider preventive skin care.","[{'text': '4\'4""', 'placeholder': '<HEIGHT_1>', 'type': 'height', 'confidence': 0.99}, {'text': 'Miss Lang', 'placeholder': '<NAME_1>', 'type': 'name', 'confidence': 0.98}, {'text': '151 cm', 'placeholder': '<HEIGHT_2>', 'type': 'height', 'confidence': 0.97}]",8.08,2025-04-15T03:50:47.282840-07:00,redaction-model-fs:12b
168565,We need the <IP_1> of the devices onboard Home Loan Account for legal oversight related to maritime law.,"[{'text': '52.40.82.198', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}, {'text': 'd8fa:dbac:de21:d599:389a:edfd:30db:bf60', 'placeholder': '<IP_1>', 'type': 'ip_address', 'confidence': 0.99}]",7.8,2025-04-15T03:50:55.090662-07:00,redaction-model-fs:12b
